"iter","env1_muon - EMA/KL_Div","env1_muon - EMA/KL_Div__MIN","env1_muon - EMA/KL_Div__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/KL_Div","env1_lion - EMA/KL_Div__MIN","env1_lion - EMA/KL_Div__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/KL_Div","env1_adam - EMA/KL_Div__MIN","env1_adam - EMA/KL_Div__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/KL_Div"," env1_sgd - EMA/KL_Div__MIN"," env1_sgd - EMA/KL_Div__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/KL_Div","env1_adamw - EMA/KL_Div__MIN","env1_adamw - EMA/KL_Div__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"5145","0.010226199038033951","0.010226199038033951","0.010226199038033951","138","138","138","0.0028442542204728727","0.0028442542204728727","0.0028442542204728727","138","138","138","0.010963068270229723","0.010963068270229723","0.010963068270229723","138","138","138","0.016102048358483036","0.016102048358483036","0.016102048358483036","138","138","138","0.006956898964484662","0.006956898964484662","0.006956898964484662","5140","5140","5140"
"5150","0.010331786921585241","0.010331786921585241","0.010331786921585241","139","139","139","0.0027281694477705298","0.0027281694477705298","0.0027281694477705298","139","139","139","0.010772182364825168","0.010772182364825168","0.010772182364825168","139","139","139","0.016240560881754455","0.016240560881754455","0.016240560881754455","139","139","139","0.0069721353741628205","0.0069721353741628205","0.0069721353741628205","5145","5145","5145"
"5155","0.010150794519506009","0.010150794519506009","0.010150794519506009","140","140","140","0.0030108079950799645","0.0030108079950799645","0.0030108079950799645","140","140","140","0.01035803120867829","0.01035803120867829","0.01035803120867829","140","140","140","0.016426662995268224","0.016426662995268224","0.016426662995268224","140","140","140","0.00612097047521006","0.00612097047521006","0.00612097047521006","5150","5150","5150"
"5160","0.010013105459711426","0.010013105459711426","0.010013105459711426","141","141","141","0.003066684271447872","0.003066684271447872","0.003066684271447872","141","141","141","0.010564399499214104","0.010564399499214104","0.010564399499214104","141","141","141","0.016875337547425512","0.016875337547425512","0.016875337547425512","141","141","141","0.006607469943515604","0.006607469943515604","0.006607469943515604","5155","5155","5155"
"5165","0.009499751218674427","0.009499751218674427","0.009499751218674427","142","142","142","0.0029775196329051255","0.0029775196329051255","0.0029775196329051255","142","142","142","0.010015030914164143","0.010015030914164143","0.010015030914164143","142","142","142","0.01703349030985249","0.01703349030985249","0.01703349030985249","142","142","142","0.006587358275856742","0.006587358275856742","0.006587358275856742","5160","5160","5160"
"5170","0.009733695402684713","0.009733695402684713","0.009733695402684713","143","143","143","0.0029876918682546372","0.0029876918682546372","0.0029876918682546372","143","143","143","0.010193852152961933","0.010193852152961933","0.010193852152961933","143","143","143","0.017261728972993957","0.017261728972993957","0.017261728972993957","143","143","143","0.006922090624641324","0.006922090624641324","0.006922090624641324","5165","5165","5165"
"5175","0.009872021319506204","0.009872021319506204","0.009872021319506204","144","144","144","0.0029343418844985283","0.0029343418844985283","0.0029343418844985283","144","144","144","0.010376823801165109","0.010376823801165109","0.010376823801165109","144","144","144","0.017420213839000134","0.017420213839000134","0.017420213839000134","144","144","144","0.006112060779249216","0.006112060779249216","0.006112060779249216","5170","5170","5170"
"5180","0.00971522171626767","0.00971522171626767","0.00971522171626767","145","145","145","0.0029732172040782827","0.0029732172040782827","0.0029732172040782827","145","145","145","0.009843253462350486","0.009843253462350486","0.009843253462350486","145","145","145","0.017347666011494033","0.017347666011494033","0.017347666011494033","145","145","145","0.005912290961204758","0.005912290961204758","0.005912290961204758","5175","5175","5175"
"5185","0.009697525609653566","0.009697525609653566","0.009697525609653566","146","146","146","0.0031144981559644036","0.0031144981559644036","0.0031144981559644036","146","146","146","0.010097396925205032","0.010097396925205032","0.010097396925205032","146","146","146","0.017458658637356583","0.017458658637356583","0.017458658637356583","146","146","146","0.006083182163456588","0.006083182163456588","0.006083182163456588","5180","5180","5180"
"5190","0.009871145623273729","0.009871145623273729","0.009871145623273729","147","147","147","0.0033386755091936527","0.0033386755091936527","0.0033386755091936527","147","147","147","0.010055500865051439","0.010055500865051439","0.010055500865051439","147","147","147","0.017671331248514093","0.017671331248514093","0.017671331248514093","147","147","147","0.00585232960238511","0.00585232960238511","0.00585232960238511","5185","5185","5185"
"5195","0.010260057696300822","0.010260057696300822","0.010260057696300822","148","148","148","0.0033327101285492624","0.0033327101285492624","0.0033327101285492624","148","148","148","0.010017994904374","0.010017994904374","0.010017994904374","148","148","148","0.017779318870183945","0.017779318870183945","0.017779318870183945","148","148","148","0.00618880897122408","0.00618880897122408","0.00618880897122408","5190","5190","5190"
"5200","0.010336977120910765","0.010336977120910765","0.010336977120910765","149","149","149","0.003390906657349096","0.003390906657349096","0.003390906657349096","149","149","149","0.01030855111248065","0.01030855111248065","0.01030855111248065","149","149","149","0.01837826601817432","0.01837826601817432","0.01837826601817432","149","149","149","0.0062656036850480094","0.0062656036850480094","0.0062656036850480094","5195","5195","5195"
"5205","0.009892447278159492","0.009892447278159492","0.009892447278159492","150","150","150","0.0032580133212165396","0.0032580133212165396","0.0032580133212165396","150","150","150","0.009959648394823646","0.009959648394823646","0.009959648394823646","150","150","150","0.01809581594386446","0.01809581594386446","0.01809581594386446","150","150","150","0.006643477151367466","0.006643477151367466","0.006643477151367466","5200","5200","5200"
"5210","0.010191944273719968","0.010191944273719968","0.010191944273719968","151","151","151","0.0033846089597359503","0.0033846089597359503","0.0033846089597359503","151","151","151","0.009258913821151474","0.009258913821151474","0.009258913821151474","151","151","151","0.018099525125400757","0.018099525125400757","0.018099525125400757","151","151","151","0.0065144782677565","0.0065144782677565","0.0065144782677565","5205","5205","5205"
"5215","0.009915270149377637","0.009915270149377637","0.009915270149377637","152","152","152","0.003525533539177509","0.003525533539177509","0.003525533539177509","152","152","152","0.009137463200167308","0.009137463200167308","0.009137463200167308","152","152","152","0.01810618198307398","0.01810618198307398","0.01810618198307398","152","152","152","0.006047229165222757","0.006047229165222757","0.006047229165222757","5210","5210","5210"
"5220","0.010535416106280043","0.010535416106280043","0.010535416106280043","153","153","153","0.003471305278043095","0.003471305278043095","0.003471305278043095","153","153","153","0.00903752362669736","0.00903752362669736","0.00903752362669736","153","153","153","0.017472743560571845","0.017472743560571845","0.017472743560571845","153","153","153","0.0057420406914088055","0.0057420406914088055","0.0057420406914088055","5215","5215","5215"
"5225","0.010682971971251367","0.010682971971251367","0.010682971971251367","154","154","154","0.003808539463122253","0.003808539463122253","0.003808539463122253","154","154","154","0.009315372104636201","0.009315372104636201","0.009315372104636201","154","154","154","0.017671020855021265","0.017671020855021265","0.017671020855021265","154","154","154","0.006487980331071499","0.006487980331071499","0.006487980331071499","5220","5220","5220"
"5230","0.01076631137855057","0.01076631137855057","0.01076631137855057","155","155","155","0.003872854248639278","0.003872854248639278","0.003872854248639278","155","155","155","0.00944424994647955","0.00944424994647955","0.00944424994647955","155","155","155","0.017721252770330924","0.017721252770330924","0.017721252770330924","155","155","155","0.0061388085468373505","0.0061388085468373505","0.0061388085468373505","5225","5225","5225"
"5235","0.010274489241895307","0.010274489241895307","0.010274489241895307","156","156","156","0.0037464327490874675","0.0037464327490874675","0.0037464327490874675","156","156","156","0.009250347942941588","0.009250347942941588","0.009250347942941588","156","156","156","0.017743266938077443","0.017743266938077443","0.017743266938077443","156","156","156","","","","","",""
"5240","0.00979877594512464","0.00979877594512464","0.00979877594512464","157","157","157","0.003744382251534179","0.003744382251534179","0.003744382251534179","157","157","157","0.00923540009826988","0.00923540009826988","0.00923540009826988","157","157","157","0.017761003535662637","0.017761003535662637","0.017761003535662637","157","157","157","0.005515565425729","0.005515565425729","0.005515565425729","5235","5235","5235"
"5245","0.010156420471548102","0.010156420471548102","0.010156420471548102","158","158","158","0.003833037283029537","0.003833037283029537","0.003833037283029537","158","158","158","0.009169825267030637","0.009169825267030637","0.009169825267030637","158","158","158","0.018241002350105052","0.018241002350105052","0.018241002350105052","158","158","158","0.005597708801989929","0.005597708801989929","0.005597708801989929","5240","5240","5240"
"5250","0.010034367967416608","0.010034367967416608","0.010034367967416608","159","159","159","0.003992623399108755","0.003992623399108755","0.003992623399108755","159","159","159","0.009217004522601834","0.009217004522601834","0.009217004522601834","159","159","159","0.018323295388315147","0.018323295388315147","0.018323295388315147","159","159","159","0.0059882748285849195","0.0059882748285849195","0.0059882748285849195","5245","5245","5245"
"5255","0.010070638870679594","0.010070638870679594","0.010070638870679594","160","160","160","0.004016197961056297","0.004016197961056297","0.004016197961056297","160","160","160","0.009190412136783056","0.009190412136783056","0.009190412136783056","160","160","160","0.017965888213798985","0.017965888213798985","0.017965888213798985","160","160","160","0.0056733055066516755","0.0056733055066516755","0.0056733055066516755","5250","5250","5250"
"5260","0.01040684015380612","0.01040684015380612","0.01040684015380612","161","161","161","0.0038884209409097096","0.0038884209409097096","0.0038884209409097096","161","161","161","0.008930582198661486","0.008930582198661486","0.008930582198661486","161","161","161","0.017892676357187852","0.017892676357187852","0.017892676357187852","161","161","161","0.005780063666135088","0.005780063666135088","0.005780063666135088","5255","5255","5255"
"5265","0.009870938499621503","0.009870938499621503","0.009870938499621503","162","162","162","0.004133913146986105","0.004133913146986105","0.004133913146986105","162","162","162","0.009202623789984168","0.009202623789984168","0.009202623789984168","162","162","162","0.01780313416910318","0.01780313416910318","0.01780313416910318","162","162","162","0.006005484225490047","0.006005484225490047","0.006005484225490047","5260","5260","5260"
"5270","0.009374733028721988","0.009374733028721988","0.009374733028721988","163","163","163","0.003938691598699768","0.003938691598699768","0.003938691598699768","163","163","163","0.009414123483350488","0.009414123483350488","0.009414123483350488","163","163","163","0.0178000962184868","0.0178000962184868","0.0178000962184868","163","163","163","0.005819409380017794","0.005819409380017794","0.005819409380017794","5265","5265","5265"
"5275","0.009668636598333284","0.009668636598333284","0.009668636598333284","164","164","164","0.00418151425139501","0.00418151425139501","0.00418151425139501","164","164","164","0.009751995258684863","0.009751995258684863","0.009751995258684863","164","164","164","0.01807732062191765","0.01807732062191765","0.01807732062191765","164","164","164","0.005508411581765403","0.005508411581765403","0.005508411581765403","5270","5270","5270"
"5280","0.010156559102795108","0.010156559102795108","0.010156559102795108","165","165","165","0.004233281976481405","0.004233281976481405","0.004233281976481405","165","165","165","0.009151603472967977","0.009151603472967977","0.009151603472967977","165","165","165","0.018166488467014328","0.018166488467014328","0.018166488467014328","165","165","165","0.005483772587336239","0.005483772587336239","0.005483772587336239","5275","5275","5275"
"5285","0.009732167852035498","0.009732167852035498","0.009732167852035498","166","166","166","0.004013924951559961","0.004013924951559961","0.004013924951559961","166","166","166","0.009852351354813639","0.009852351354813639","0.009852351354813639","166","166","166","0.018013560297686786","0.018013560297686786","0.018013560297686786","166","166","166","0.004980184254072283","0.004980184254072283","0.004980184254072283","5280","5280","5280"
"5290","0.010191343221269472","0.010191343221269472","0.010191343221269472","167","167","167","0.004324982062635801","0.004324982062635801","0.004324982062635801","167","167","167","0.009633181117046509","0.009633181117046509","0.009633181117046509","167","167","167","0.01782825464473113","0.01782825464473113","0.01782825464473113","167","167","167","0.005543684582586511","0.005543684582586511","0.005543684582586511","5285","5285","5285"
"5295","0.009904290147191387","0.009904290147191387","0.009904290147191387","168","168","168","0.0045166302973936815","0.0045166302973936815","0.0045166302973936815","168","168","168","0.009560233561997918","0.009560233561997918","0.009560233561997918","168","168","168","0.017964928794536948","0.017964928794536948","0.017964928794536948","168","168","168","0.005899945372171831","0.005899945372171831","0.005899945372171831","5290","5290","5290"
"5300","0.009861861927378882","0.009861861927378882","0.009861861927378882","169","169","169","0.004624741258336335","0.004624741258336335","0.004624741258336335","169","169","169","0.009088916616973725","0.009088916616973725","0.009088916616973725","169","169","169","0.017250506620629498","0.017250506620629498","0.017250506620629498","169","169","169","0.006402829886476675","0.006402829886476675","0.006402829886476675","5295","5295","5295"
"5350","0.003743674427397098","0.003743674427397098","0.003743674427397098","170","170","170","0.0019803486802897376","0.0019803486802897376","0.0019803486802897376","170","170","170","0.004542446196854679","0.004542446196854679","0.004542446196854679","170","170","170","0.0077992309512611374","0.0077992309512611374","0.0077992309512611374","170","170","170","0.006426166859909667","0.006426166859909667","0.006426166859909667","5300","5300","5300"
"5400","0.00396749957964108","0.00396749957964108","0.00396749957964108","171","171","171","0.00195151520989715","0.00195151520989715","0.00195151520989715","171","171","171","0.0031904178650534513","0.0031904178650534513","0.0031904178650534513","171","171","171","0.006832235279822788","0.006832235279822788","0.006832235279822788","171","171","171","0.002109746985457236","0.002109746985457236","0.002109746985457236","5350","5350","5350"
"5450","0.004312688339837321","0.004312688339837321","0.004312688339837321","172","172","172","0.0019365658440519957","0.0019365658440519957","0.0019365658440519957","172","172","172","0.0035758534548104206","0.0035758534548104206","0.0035758534548104206","172","172","172","0.007443824771333205","0.007443824771333205","0.007443824771333205","172","172","172","0.002416283188838806","0.002416283188838806","0.002416283188838806","5400","5400","5400"
"5500","0.0035661463236466603","0.0035661463236466603","0.0035661463236466603","173","173","173","0.0016818630644391441","0.0016818630644391441","0.0016818630644391441","173","173","173","0.0034347930398198347","0.0034347930398198347","0.0034347930398198347","173","173","173","0.006902304865521216","0.006902304865521216","0.006902304865521216","173","173","173","0.002096631318219827","0.002096631318219827","0.002096631318219827","5450","5450","5450"
"5550","0.0034133903925151845","0.0034133903925151845","0.0034133903925151845","174","174","174","0.002018078355283075","0.002018078355283075","0.002018078355283075","174","174","174","0.0036073629186767295","0.0036073629186767295","0.0036073629186767295","174","174","174","0.007070347797369693","0.007070347797369693","0.007070347797369693","174","174","174","0.0021679626206776983","0.0021679626206776983","0.0021679626206776983","5500","5500","5500"
"5600","0.004496815336539202","0.004496815336539202","0.004496815336539202","175","175","175","0.002068446847069433","0.002068446847069433","0.002068446847069433","175","175","175","0.0039464553924889855","0.0039464553924889855","0.0039464553924889855","175","175","175","0.007902012449009342","0.007902012449009342","0.007902012449009342","175","175","175","0.0023784567355766752","0.0023784567355766752","0.0023784567355766752","5550","5550","5550"
"5650","0.00422826389278761","0.00422826389278761","0.00422826389278761","176","176","176","0.0019162287197892083","0.0019162287197892083","0.0019162287197892083","176","176","176","0.004028104235914267","0.004028104235914267","0.004028104235914267","176","176","176","0.008241726780377516","0.008241726780377516","0.008241726780377516","176","176","176","0.002465573149683236","0.002465573149683236","0.002465573149683236","5600","5600","5600"
"5700","0.004140195686530972","0.004140195686530972","0.004140195686530972","177","177","177","0.002252786301507569","0.002252786301507569","0.002252786301507569","177","177","177","0.00397788697840771","0.00397788697840771","0.00397788697840771","177","177","177","0.007960724332732535","0.007960724332732535","0.007960724332732535","177","177","177","0.0026820696404657764","0.0026820696404657764","0.0026820696404657764","5650","5650","5650"
"5750","0.004538287515025603","0.004538287515025603","0.004538287515025603","178","178","178","0.0017615526196390547","0.0017615526196390547","0.0017615526196390547","178","178","178","0.0036324331782729936","0.0036324331782729936","0.0036324331782729936","178","178","178","0.007135143175071981","0.007135143175071981","0.007135143175071981","178","178","178","0.0024680335086989546","0.0024680335086989546","0.0024680335086989546","5700","5700","5700"
"5800","0.004041150104563124","0.004041150104563124","0.004041150104563124","179","179","179","0.0018774190192567314","0.0018774190192567314","0.0018774190192567314","179","179","179","0.0038679427894482287","0.0038679427894482287","0.0038679427894482287","179","179","179","0.007211102942457116","0.007211102942457116","0.007211102942457116","179","179","179","0.002075017395468891","0.002075017395468891","0.002075017395468891","5750","5750","5750"
"5850","0.00417328068372073","0.00417328068372073","0.00417328068372073","180","180","180","0.0018654582150383272","0.0018654582150383272","0.0018654582150383272","180","180","180","0.003367766192747617","0.003367766192747617","0.003367766192747617","180","180","180","0.0072640845314309215","0.0072640845314309215","0.0072640845314309215","180","180","180","0.0020835188972260993","0.0020835188972260993","0.0020835188972260993","5800","5800","5800"
"5900","0.003948534280779985","0.003948534280779985","0.003948534280779985","181","181","181","0.0019098782142863563","0.0019098782142863563","0.0019098782142863563","181","181","181","0.0028895916653382645","0.0028895916653382645","0.0028895916653382645","181","181","181","0.007122212243505752","0.007122212243505752","0.007122212243505752","181","181","181","0.002383237869348758","0.002383237869348758","0.002383237869348758","5850","5850","5850"
"5950","0.003500636195516783","0.003500636195516783","0.003500636195516783","182","182","182","0.001799894804026224","0.001799894804026224","0.001799894804026224","182","182","182","0.0030595827770266296","0.0030595827770266296","0.0030595827770266296","182","182","182","0.007366114360267609","0.007366114360267609","0.007366114360267609","182","182","182","0.0020750832221462182","0.0020750832221462182","0.0020750832221462182","5900","5900","5900"
"6000","0.003985639945198403","0.003985639945198403","0.003985639945198403","183","183","183","0.001635318995498927","0.001635318995498927","0.001635318995498927","183","183","183","0.003609621890425475","0.003609621890425475","0.003609621890425475","183","183","183","0.006660753656524861","0.006660753656524861","0.006660753656524861","183","183","183","0.002593082371465179","0.002593082371465179","0.002593082371465179","5950","5950","5950"
"6050","0.0036414714809047005","0.0036414714809047005","0.0036414714809047005","184","184","184","0.0017155311698943388","0.0017155311698943388","0.0017155311698943388","184","184","184","0.003829180740022863","0.003829180740022863","0.003829180740022863","184","184","184","0.0071960453301543135","0.0071960453301543135","0.0071960453301543135","184","184","184","0.002061426091417105","0.002061426091417105","0.002061426091417105","6000","6000","6000"
"6100","0.0038999572975986965","0.0038999572975986965","0.0038999572975986965","185","185","185","0.0015091504878795598","0.0015091504878795598","0.0015091504878795598","185","185","185","0.002877924323312275","0.002877924323312275","0.002877924323312275","185","185","185","0.007498840660129306","0.007498840660129306","0.007498840660129306","185","185","185","0.0026781805736586285","0.0026781805736586285","0.0026781805736586285","6050","6050","6050"
"6150","0.003811231886278506","0.003811231886278506","0.003811231886278506","186","186","186","0.001734288011842178","0.001734288011842178","0.001734288011842178","186","186","186","0.0040742848316825345","0.0040742848316825345","0.0040742848316825345","186","186","186","0.007917358041139473","0.007917358041139473","0.007917358041139473","186","186","186","0.0020941630284416796","0.0020941630284416796","0.0020941630284416796","6100","6100","6100"
"6200","0.004306534758256576","0.004306534758256576","0.004306534758256576","187","187","187","0.001718274452358732","0.001718274452358732","0.001718274452358732","187","187","187","0.0033538706369233805","0.0033538706369233805","0.0033538706369233805","187","187","187","0.0076398015635815416","0.0076398015635815416","0.0076398015635815416","187","187","187","0.0026870574612255205","0.0026870574612255205","0.0026870574612255205","6150","6150","6150"
"6250","0.0038568399896527395","0.0038568399896527395","0.0038568399896527395","188","188","188","0.0019437482844932058","0.0019437482844932058","0.0019437482844932058","188","188","188","0.003910831389758092","0.003910831389758092","0.003910831389758092","188","188","188","0.007659993429839205","0.007659993429839205","0.007659993429839205","188","188","188","0.0023274785867386694","0.0023274785867386694","0.0023274785867386694","6200","6200","6200"
"6300","0.003958876872124597","0.003958876872124597","0.003958876872124597","189","189","189","0.001769894138807755","0.001769894138807755","0.001769894138807755","189","189","189","0.00327618648537595","0.00327618648537595","0.00327618648537595","189","189","189","0.0073443132037459835","0.0073443132037459835","0.0073443132037459835","189","189","189","0.0026129592273786808","0.0026129592273786808","0.0026129592273786808","6250","6250","6250"
"6350","0.0040543278006973955","0.0040543278006973955","0.0040543278006973955","190","190","190","0.0017323012302144576","0.0017323012302144576","0.0017323012302144576","190","190","190","0.003846703599555147","0.003846703599555147","0.003846703599555147","190","190","190","0.006896314524681","0.006896314524681","0.006896314524681","190","190","190","0.0018987133227861717","0.0018987133227861717","0.0018987133227861717","6300","6300","6300"
"6400","0.0038629749198009124","0.0038629749198009124","0.0038629749198009124","191","191","191","0.0017145501916375275","0.0017145501916375275","0.0017145501916375275","191","191","191","0.0036497310555239854","0.0036497310555239854","0.0036497310555239854","191","191","191","0.007277216194914894","0.007277216194914894","0.007277216194914894","191","191","191","0.0026857363482367187","0.0026857363482367187","0.0026857363482367187","6350","6350","6350"
"6450","0.003543898857468851","0.003543898857468851","0.003543898857468851","192","192","192","0.0015649588024106583","0.0015649588024106583","0.0015649588024106583","192","192","192","0.004015192174611542","0.004015192174611542","0.004015192174611542","192","192","192","0.007195661620769124","0.007195661620769124","0.007195661620769124","192","192","192","0.002396615959926479","0.002396615959926479","0.002396615959926479","6400","6400","6400"
"6500","0.003705448203274276","0.003705448203274276","0.003705448203274276","193","193","193","0.001700490626102906","0.001700490626102906","0.001700490626102906","193","193","193","0.0032042947288478964","0.0032042947288478964","0.0032042947288478964","193","193","193","0.007826696638867635","0.007826696638867635","0.007826696638867635","193","193","193","0.002214884106905831","0.002214884106905831","0.002214884106905831","6450","6450","6450"
"6550","0.003951808715394594","0.003951808715394594","0.003951808715394594","194","194","194","0.0016451374775024214","0.0016451374775024214","0.0016451374775024214","194","194","194","0.003649631797379476","0.003649631797379476","0.003649631797379476","194","194","194","0.0075450934112398825","0.0075450934112398825","0.0075450934112398825","194","194","194","0.0022663837101397997","0.0022663837101397997","0.0022663837101397997","6500","6500","6500"
"6600","0.0035414194817463313","0.0035414194817463313","0.0035414194817463313","195","195","195","0.001613675804103234","0.001613675804103234","0.001613675804103234","195","195","195","0.0028910706005998163","0.0028910706005998163","0.0028910706005998163","195","195","195","0.006079833599680976","0.006079833599680976","0.006079833599680976","195","195","195","0.002851399004970984","0.002851399004970984","0.002851399004970984","6550","6550","6550"
"6650","0.0034599289224412164","0.0034599289224412164","0.0034599289224412164","196","196","196","0.0016631126384058978","0.0016631126384058978","0.0016631126384058978","196","196","196","0.003774189926545128","0.003774189926545128","0.003774189926545128","196","196","196","0.006901140258683649","0.006901140258683649","0.006901140258683649","196","196","196","0.0023488020898991407","0.0023488020898991407","0.0023488020898991407","6600","6600","6600"
"6700","0.004009787214622102","0.004009787214622102","0.004009787214622102","197","197","197","0.0016301542265518883","0.0016301542265518883","0.0016301542265518883","197","197","197","0.0035892095442529278","0.0035892095442529278","0.0035892095442529278","197","197","197","0.007894324972790535","0.007894324972790535","0.007894324972790535","197","197","197","0.002431752027344508","0.002431752027344508","0.002431752027344508","6650","6650","6650"
"6750","0.003503948689149192","0.003503948689149192","0.003503948689149192","198","198","198","0.0014242485971831633","0.0014242485971831633","0.0014242485971831633","198","198","198","0.003680266583232996","0.003680266583232996","0.003680266583232996","198","198","198","0.007012801249448086","0.007012801249448086","0.007012801249448086","198","198","198","0.00227126305709642","0.00227126305709642","0.00227126305709642","6700","6700","6700"
"6800","0.0038996605531511157","0.0038996605531511157","0.0038996605531511157","199","199","199","0.0015990529591749293","0.0015990529591749293","0.0015990529591749293","199","199","199","0.003467329635763314","0.003467329635763314","0.003467329635763314","199","199","199","0.0072122115714498575","0.0072122115714498575","0.0072122115714498575","199","199","199","0.001936750365417992","0.001936750365417992","0.001936750365417992","6750","6750","6750"
"6850","0.0037924088864848948","0.0037924088864848948","0.0037924088864848948","200","200","200","0.0014681657567893263","0.0014681657567893263","0.0014681657567893263","200","200","200","0.003366701949318081","0.003366701949318081","0.003366701949318081","200","200","200","0.007351518710541111","0.007351518710541111","0.007351518710541111","200","200","200","0.0024938735977167994","0.0024938735977167994","0.0024938735977167994","6800","6800","6800"
"6900","0.004231771569030326","0.004231771569030326","0.004231771569030326","201","201","201","0.0015022211437007017","0.0015022211437007017","0.0015022211437007017","201","201","201","0.0037202012129311287","0.0037202012129311287","0.0037202012129311287","201","201","201","0.007531570466808084","0.007531570466808084","0.007531570466808084","201","201","201","0.002612351446921982","0.002612351446921982","0.002612351446921982","6850","6850","6850"
"6950","0.0040106159439642405","0.0040106159439642405","0.0040106159439642405","202","202","202","0.0016599294984766197","0.0016599294984766197","0.0016599294984766197","202","202","202","0.003376425605943124","0.003376425605943124","0.003376425605943124","202","202","202","0.0070207171005602954","0.0070207171005602954","0.0070207171005602954","202","202","202","0.0018973070365483425","0.0018973070365483425","0.0018973070365483425","6900","6900","6900"
"7000","0.003563307079236748","0.003563307079236748","0.003563307079236748","203","203","203","0.0016127157562254224","0.0016127157562254224","0.0016127157562254224","203","203","203","0.004239378864899278","0.004239378864899278","0.004239378864899278","203","203","203","0.007139537681573326","0.007139537681573326","0.007139537681573326","203","203","203","0.002181558695806443","0.002181558695806443","0.002181558695806443","6950","6950","6950"
"7050","","","","","","","","","","","","","0.0035340138491914007","0.0035340138491914007","0.0035340138491914007","204","204","204","","","","","","","0.002381171902501885","0.002381171902501885","0.002381171902501885","7000","7000","7000"
"7100","","","","","","","","","","","","","0.0039980721758914","0.0039980721758914","0.0039980721758914","205","205","205","","","","","","","","","","","",""
"7150","","","","","","","","","","","","","0.003731219496323794","0.003731219496323794","0.003731219496323794","206","206","206","","","","","","","","","","","",""
"7200","","","","","","","","","","","","","0.0037122557982491888","0.0037122557982491888","0.0037122557982491888","207","207","207","","","","","","","","","","","",""
"7250","","","","","","","","","","","","","0.004236783338896264","0.004236783338896264","0.004236783338896264","208","208","208","","","","","","","","","","","",""
