"iter","env2_sgd_2500-3000 - train/aux_loss","env2_sgd_2500-3000 - train/aux_loss__MIN","env2_sgd_2500-3000 - train/aux_loss__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - train/aux_loss","env2_lion_shock_2500-3000 - train/aux_loss__MIN","env2_lion_shock_2500-3000 - train/aux_loss__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - train/aux_loss","env2_muon_shock_2500-3000 - train/aux_loss__MIN","env2_muon_shock_2500-3000 - train/aux_loss__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - train/aux_loss","env2_adamw_shock_2500-3000 - train/aux_loss__MIN","env2_adamw_shock_2500-3000 - train/aux_loss__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"3175","12.492442607879639","12.492442607879639","12.492442607879639","194","194","194","12.232571601867676","12.232571601867676","12.232571601867676","194","194","194","12.13128137588501","12.13128137588501","12.13128137588501","194","194","194","12.232244968414307","12.232244968414307","12.232244968414307","194","194","194"
"3180","12.465066909790039","12.465066909790039","12.465066909790039","195","195","195","12.25080943107605","12.25080943107605","12.25080943107605","195","195","195","12.151307582855225","12.151307582855225","12.151307582855225","195","195","195","12.327122211456299","12.327122211456299","12.327122211456299","195","195","195"
"3185","12.544862031936646","12.544862031936646","12.544862031936646","196","196","196","12.282373428344727","12.282373428344727","12.282373428344727","196","196","196","12.164387941360474","12.164387941360474","12.164387941360474","196","196","196","12.376650333404541","12.376650333404541","12.376650333404541","196","196","196"
"3190","12.465214729309082","12.465214729309082","12.465214729309082","197","197","197","12.247802734375","12.247802734375","12.247802734375","197","197","197","12.128125429153442","12.128125429153442","12.128125429153442","197","197","197","12.30624270439148","12.30624270439148","12.30624270439148","197","197","197"
"3195","12.591248273849487","12.591248273849487","12.591248273849487","198","198","198","12.25491189956665","12.25491189956665","12.25491189956665","198","198","198","12.185562133789062","12.185562133789062","12.185562133789062","198","198","198","12.310523986816406","12.310523986816406","12.310523986816406","198","198","198"
"3200","12.449024200439453","12.449024200439453","12.449024200439453","199","199","199","12.20872712135315","12.20872712135315","12.20872712135315","199","199","199","12.090766191482544","12.090766191482544","12.090766191482544","199","199","199","12.31752061843872","12.31752061843872","12.31752061843872","199","199","199"
"3250","12.505965948104858","12.505965948104858","12.505965948104858","200","200","200","12.229008674621582","12.229008674621582","12.229008674621582","200","200","200","12.142502546310425","12.142502546310425","12.142502546310425","200","200","200","12.326671123504639","12.326671123504639","12.326671123504639","200","200","200"
"3300","12.547607421875","12.547607421875","12.547607421875","201","201","201","12.235383033752441","12.235383033752441","12.235383033752441","201","201","201","12.162775039672852","12.162775039672852","12.162775039672852","201","201","201","12.30786657333374","12.30786657333374","12.30786657333374","201","201","201"
"3350","12.460779190063477","12.460779190063477","12.460779190063477","202","202","202","12.244249105453491","12.244249105453491","12.244249105453491","202","202","202","12.155459642410278","12.155459642410278","12.155459642410278","202","202","202","12.340929746627808","12.340929746627808","12.340929746627808","202","202","202"
"3400","12.435153245925903","12.435153245925903","12.435153245925903","203","203","203","12.205594062805176","12.205594062805176","12.205594062805176","203","203","203","12.128990888595581","12.128990888595581","12.128990888595581","203","203","203","12.258257150650024","12.258257150650024","12.258257150650024","203","203","203"
"3450","12.493698358535767","12.493698358535767","12.493698358535767","204","204","204","12.240796566009521","12.240796566009521","12.240796566009521","204","204","204","12.149900197982788","12.149900197982788","12.149900197982788","204","204","204","12.268893003463745","12.268893003463745","12.268893003463745","204","204","204"
"3500","12.610286712646484","12.610286712646484","12.610286712646484","205","205","205","12.260277271270752","12.260277271270752","12.260277271270752","205","205","205","12.152969598770142","12.152969598770142","12.152969598770142","205","205","205","12.29945421218872","12.29945421218872","12.29945421218872","205","205","205"
"3550","12.482438802719116","12.482438802719116","12.482438802719116","206","206","206","12.242209196090698","12.242209196090698","12.242209196090698","206","206","206","12.153710842132568","12.153710842132568","12.153710842132568","206","206","206","12.32860803604126","12.32860803604126","12.32860803604126","206","206","206"
"3600","12.486238718032837","12.486238718032837","12.486238718032837","207","207","207","12.227454900741577","12.227454900741577","12.227454900741577","207","207","207","12.112912654876709","12.112912654876709","12.112912654876709","207","207","207","12.257842779159546","12.257842779159546","12.257842779159546","207","207","207"
"3650","12.451975107192993","12.451975107192993","12.451975107192993","208","208","208","12.296384572982788","12.296384572982788","12.296384572982788","208","208","208","12.20662808418274","12.20662808418274","12.20662808418274","208","208","208","12.294812440872192","12.294812440872192","12.294812440872192","208","208","208"
"3700","12.503051042556763","12.503051042556763","12.503051042556763","209","209","209","12.303223371505737","12.303223371505737","12.303223371505737","209","209","209","12.243777513504028","12.243777513504028","12.243777513504028","209","209","209","12.345463275909424","12.345463275909424","12.345463275909424","209","209","209"
"3750","12.52650237083435","12.52650237083435","12.52650237083435","210","210","210","12.285294771194458","12.285294771194458","12.285294771194458","210","210","210","12.18403172492981","12.18403172492981","12.18403172492981","210","210","210","12.308321237564087","12.308321237564087","12.308321237564087","210","210","210"
"3800","12.543919324874878","12.543919324874878","12.543919324874878","211","211","211","12.237150192260742","12.237150192260742","12.237150192260742","211","211","211","12.10577940940857","12.10577940940857","12.10577940940857","211","211","211","12.267017364501953","12.267017364501953","12.267017364501953","211","211","211"
"3850","12.460777759552002","12.460777759552002","12.460777759552002","212","212","212","12.20263147354126","12.20263147354126","12.20263147354126","212","212","212","12.134721040725708","12.134721040725708","12.134721040725708","212","212","212","12.337036848068237","12.337036848068237","12.337036848068237","212","212","212"
"3900","12.493381023406982","12.493381023406982","12.493381023406982","213","213","213","12.25491714477539","12.25491714477539","12.25491714477539","213","213","213","12.169346570968628","12.169346570968628","12.169346570968628","213","213","213","12.343945264816284","12.343945264816284","12.343945264816284","213","213","213"
"3950","12.49292254447937","12.49292254447937","12.49292254447937","214","214","214","12.213331937789917","12.213331937789917","12.213331937789917","214","214","214","12.18016529083252","12.18016529083252","12.18016529083252","214","214","214","12.305102825164795","12.305102825164795","12.305102825164795","214","214","214"
"4000","12.474860906600952","12.474860906600952","12.474860906600952","215","215","215","12.220257997512817","12.220257997512817","12.220257997512817","215","215","215","12.14419174194336","12.14419174194336","12.14419174194336","215","215","215","12.298655986785889","12.298655986785889","12.298655986785889","215","215","215"
"4050","12.430111646652222","12.430111646652222","12.430111646652222","216","216","216","","","","","","","","","","","","","","","","","",""
"4100","12.423540830612183","12.423540830612183","12.423540830612183","217","217","217","","","","","","","","","","","","","","","","","",""
"4150","12.47840690612793","12.47840690612793","12.47840690612793","218","218","218","","","","","","","","","","","","","","","","","",""
"4200","12.496987342834473","12.496987342834473","12.496987342834473","219","219","219","","","","","","","","","","","","","","","","","",""
"4250","12.638798475265503","12.638798475265503","12.638798475265503","220","220","220","","","","","","","","","","","","","","","","","",""
"4300","12.43270230293274","12.43270230293274","12.43270230293274","221","221","221","","","","","","","","","","","","","","","","","",""
"4350","12.468137979507446","12.468137979507446","12.468137979507446","222","222","222","","","","","","","","","","","","","","","","","",""
"4400","12.475332736968994","12.475332736968994","12.475332736968994","223","223","223","","","","","","","","","","","","","","","","","",""
"4450","12.424416303634644","12.424416303634644","12.424416303634644","224","224","224","","","","","","","","","","","","","","","","","",""
"4500","12.453604936599731","12.453604936599731","12.453604936599731","225","225","225","","","","","","","","","","","","","","","","","",""
"4550","12.505456447601318","12.505456447601318","12.505456447601318","226","226","226","","","","","","","","","","","","","","","","","",""
"4600","12.448552131652832","12.448552131652832","12.448552131652832","227","227","227","","","","","","","","","","","","","","","","","",""
"4650","12.427024126052856","12.427024126052856","12.427024126052856","228","228","228","","","","","","","","","","","","","","","","","",""
"4700","12.525935888290405","12.525935888290405","12.525935888290405","229","229","229","","","","","","","","","","","","","","","","","",""
"4750","12.448891639709473","12.448891639709473","12.448891639709473","230","230","230","","","","","","","","","","","","","","","","","",""
"4800","12.42679762840271","12.42679762840271","12.42679762840271","231","231","231","","","","","","","","","","","","","","","","","",""
"4850","12.440891027450562","12.440891027450562","12.440891027450562","232","232","232","","","","","","","","","","","","","","","","","",""
"4900","12.489373445510864","12.489373445510864","12.489373445510864","233","233","233","","","","","","","","","","","","","","","","","",""
"4950","12.410041809082031","12.410041809082031","12.410041809082031","234","234","234","","","","","","","","","","","","","","","","","",""
"5000","12.492043256759644","12.492043256759644","12.492043256759644","235","235","235","","","","","","","","","","","","","","","","","",""
