"iter","env2_lion_1500-1800 - router/layer_4/entropy","env2_lion_1500-1800 - router/layer_4/entropy__MIN","env2_lion_1500-1800 - router/layer_4/entropy__MAX","env2_lion_1500-1800 - _step","env2_lion_1500-1800 - _step__MIN","env2_lion_1500-1800 - _step__MAX","env2_muon_1500-1800 - router/layer_4/entropy","env2_muon_1500-1800 - router/layer_4/entropy__MIN","env2_muon_1500-1800 - router/layer_4/entropy__MAX","env2_muon_1500-1800 - _step","env2_muon_1500-1800 - _step__MIN","env2_muon_1500-1800 - _step__MAX","env2_adamw_shock_1500-1800 - router/layer_4/entropy","env2_adamw_shock_1500-1800 - router/layer_4/entropy__MIN","env2_adamw_shock_1500-1800 - router/layer_4/entropy__MAX","env2_adamw_shock_1500-1800 - _step","env2_adamw_shock_1500-1800 - _step__MIN","env2_adamw_shock_1500-1800 - _step__MAX"
"1850","5.060549483459909e-7","5.060549483459909e-7","5.060549483459909e-7","109","109","109","2.8637939522013765e-7","2.8637939522013765e-7","2.8637939522013765e-7","109","109","109","0.000004501489456743002","0.000004501489456743002","0.000004501489456743002","109","109","109"
"1855","5.351667823561001e-7","5.351667823561001e-7","5.351667823561001e-7","110","110","110","2.22630023927195e-7","2.22630023927195e-7","2.22630023927195e-7","110","110","110","0.00000453894208476413","0.00000453894208476413","0.00000453894208476413","110","110","110"
"1860","4.666245786211221e-7","4.666245786211221e-7","4.666245786211221e-7","111","111","111","2.999508069478907e-7","2.999508069478907e-7","2.999508069478907e-7","111","111","111","0.000004348004949861206","0.000004348004949861206","0.000004348004949861206","111","111","111"
"1865","4.258583430782892e-7","4.258583430782892e-7","4.258583430782892e-7","112","112","112","3.21781271850341e-7","3.21781271850341e-7","3.21781271850341e-7","112","112","112","0.0000045993492676643655","0.0000045993492676643655","0.0000045993492676643655","112","112","112"
"1870","3.7699467156926405e-7","3.7699467156926405e-7","3.7699467156926405e-7","113","113","113","2.80292920251668e-7","2.80292920251668e-7","2.80292920251668e-7","113","113","113","0.000004413391798152588","0.000004413391798152588","0.000004413391798152588","113","113","113"
"1875","4.130291472392855e-7","4.130291472392855e-7","4.130291472392855e-7","114","114","114","2.0261470581317554e-7","2.0261470581317554e-7","2.0261470581317554e-7","114","114","114","0.000004617878948920406","0.000004617878948920406","0.000004617878948920406","114","114","114"
"1880","4.1784155655477664e-7","4.1784155655477664e-7","4.1784155655477664e-7","115","115","115","4.415523108036723e-7","4.415523108036723e-7","4.415523108036723e-7","115","115","115","0.000004513768362812698","0.000004513768362812698","0.000004513768362812698","115","115","115"
"1885","4.78581841889536e-7","4.78581841889536e-7","4.78581841889536e-7","116","116","116","3.2906646083574744e-7","3.2906646083574744e-7","3.2906646083574744e-7","116","116","116","0.000004373736737761647","0.000004373736737761647","0.000004373736737761647","116","116","116"
"1890","4.3407108023529873e-7","4.3407108023529873e-7","4.3407108023529873e-7","117","117","117","2.3006944047665456e-7","2.3006944047665456e-7","2.3006944047665456e-7","117","117","117","0.000004399088356876746","0.000004399088356876746","0.000004399088356876746","117","117","117"
"1895","4.188870207144646e-7","4.188870207144646e-7","4.188870207144646e-7","118","118","118","3.7037730180600195e-7","3.7037730180600195e-7","3.7037730180600195e-7","118","118","118","0.000004423306381795555","0.000004423306381795555","0.000004423306381795555","118","118","118"
"1900","3.9899409784993625e-7","3.9899409784993625e-7","3.9899409784993625e-7","119","119","119","4.0123713915818373e-7","4.0123713915818373e-7","4.0123713915818373e-7","119","119","119","0.000004427362000569701","0.000004427362000569701","0.000004427362000569701","119","119","119"
"1905","4.2150027184106876e-7","4.2150027184106876e-7","4.2150027184106876e-7","120","120","120","3.003727442774107e-7","3.003727442774107e-7","3.003727442774107e-7","120","120","120","0.000004296583938412368","0.000004296583938412368","0.000004296583938412368","120","120","120"
"1910","3.936708253604593e-7","3.936708253604593e-7","3.936708253604593e-7","121","121","121","2.7036337542085674e-7","2.7036337542085674e-7","2.7036337542085674e-7","121","121","121","0.0000044062424422008915","0.0000044062424422008915","0.0000044062424422008915","121","121","121"
"1915","2.818407210725127e-7","2.818407210725127e-7","2.818407210725127e-7","122","122","122","4.26961196353659e-7","4.26961196353659e-7","4.26961196353659e-7","122","122","122","0.000004339493534644134","0.000004339493534644134","0.000004339493534644134","122","122","122"
"1920","2.9217785595392344e-7","2.9217785595392344e-7","2.9217785595392344e-7","123","123","123","2.9276006898726335e-7","2.9276006898726335e-7","2.9276006898726335e-7","123","123","123","0.000004502922092797235","0.000004502922092797235","0.000004502922092797235","123","123","123"
"1925","3.1184868021227885e-7","3.1184868021227885e-7","3.1184868021227885e-7","124","124","124","4.1862158468575216e-7","4.1862158468575216e-7","4.1862158468575216e-7","124","124","124","0.000004339386578067206","0.000004339386578067206","0.000004339386578067206","124","124","124"
"1930","4.561492005450418e-7","4.561492005450418e-7","4.561492005450418e-7","125","125","125","3.3674261885607847e-7","3.3674261885607847e-7","3.3674261885607847e-7","125","125","125","0.0000044318850996205585","0.0000044318850996205585","0.0000044318850996205585","125","125","125"
"1935","4.825875294045545e-7","4.825875294045545e-7","4.825875294045545e-7","126","126","126","2.5617512164899383e-7","2.5617512164899383e-7","2.5617512164899383e-7","126","126","126","0.000004509577411226928","0.000004509577411226928","0.000004509577411226928","126","126","126"
"1940","4.3509880924830214e-7","4.3509880924830214e-7","4.3509880924830214e-7","127","127","127","4.531852937361691e-7","4.531852937361691e-7","4.531852937361691e-7","127","127","127","0.000004398613964440301","0.000004398613964440301","0.000004398613964440301","127","127","127"
"1945","4.5239403334562667e-7","4.5239403334562667e-7","4.5239403334562667e-7","128","128","128","3.1490251330978933e-7","3.1490251330978933e-7","3.1490251330978933e-7","128","128","128","0.000004411174813867547","0.000004411174813867547","0.000004411174813867547","128","128","128"
"1950","4.411121608427493e-7","4.411121608427493e-7","4.411121608427493e-7","129","129","129","3.45921034750063e-7","3.45921034750063e-7","3.45921034750063e-7","129","129","129","0.000004445390004548244","0.000004445390004548244","0.000004445390004548244","129","129","129"
"1955","4.0353647818847093e-7","4.0353647818847093e-7","4.0353647818847093e-7","130","130","130","3.369917521922616e-7","3.369917521922616e-7","3.369917521922616e-7","130","130","130","0.000004354889097157866","0.000004354889097157866","0.000004354889097157866","130","130","130"
"1960","3.386792513992987e-7","3.386792513992987e-7","3.386792513992987e-7","131","131","131","2.831989831975079e-7","2.831989831975079e-7","2.831989831975079e-7","131","131","131","0.000004462119977688417","0.000004462119977688417","0.000004462119977688417","131","131","131"
"1965","3.4496224543545395e-7","3.4496224543545395e-7","3.4496224543545395e-7","132","132","132","3.704576101881685e-7","3.704576101881685e-7","3.704576101881685e-7","132","132","132","0.000004424502913025208","0.000004424502913025208","0.000004424502913025208","132","132","132"
"1970","3.4519805467425615e-7","3.4519805467425615e-7","3.4519805467425615e-7","133","133","133","2.0620811937988038e-7","2.0620811937988038e-7","2.0620811937988038e-7","133","133","133","0.000004504579192143865","0.000004504579192143865","0.000004504579192143865","133","133","133"
"1975","3.649746986411628e-7","3.649746986411628e-7","3.649746986411628e-7","134","134","134","3.2129723877005744e-7","3.2129723877005744e-7","3.2129723877005744e-7","134","134","134","0.000004388684465084225","0.000004388684465084225","0.000004388684465084225","134","134","134"
"1980","3.5780146845354466e-7","3.5780146845354466e-7","3.5780146845354466e-7","135","135","135","3.809300551438355e-7","3.809300551438355e-7","3.809300551438355e-7","135","135","135","0.000004437227471498773","0.000004437227471498773","0.000004437227471498773","135","135","135"
"1985","3.30149669025559e-7","3.30149669025559e-7","3.30149669025559e-7","136","136","136","2.8303213639446767e-7","2.8303213639446767e-7","2.8303213639446767e-7","136","136","136","0.000004518730202107691","0.000004518730202107691","0.000004518730202107691","136","136","136"
"1990","3.78484378416033e-7","3.78484378416033e-7","3.78484378416033e-7","137","137","137","3.784069804169121e-7","3.784069804169121e-7","3.784069804169121e-7","137","137","137","0.000004455067028175108","0.000004455067028175108","0.000004455067028175108","137","137","137"
"1995","3.6380795336299344e-7","3.6380795336299344e-7","3.6380795336299344e-7","138","138","138","2.878678287743242e-7","2.878678287743242e-7","2.878678287743242e-7","138","138","138","0.000004430403714650311","0.000004430403714650311","0.000004430403714650311","138","138","138"
"2000","3.884972405406491e-7","3.884972405406491e-7","3.884972405406491e-7","139","139","139","3.671734702948015e-7","3.671734702948015e-7","3.671734702948015e-7","139","139","139","0.000004481697881904741","0.000004481697881904741","0.000004481697881904741","139","139","139"
"2050","4.0748644096311183e-7","4.0748644096311183e-7","4.0748644096311183e-7","140","140","140","3.6630510294344274e-7","3.6630510294344274e-7","3.6630510294344274e-7","140","140","140","0.000004423644277267158","0.000004423644277267158","0.000004423644277267158","140","140","140"
"2100","3.855241811834276e-7","3.855241811834276e-7","3.855241811834276e-7","141","141","141","3.5208784538554027e-7","3.5208784538554027e-7","3.5208784538554027e-7","141","141","141","0.000004395369614940137","0.000004395369614940137","0.000004395369614940137","141","141","141"
"2150","3.766562440432608e-7","3.766562440432608e-7","3.766562440432608e-7","142","142","142","3.5026609111810104e-7","3.5026609111810104e-7","3.5026609111810104e-7","142","142","142","0.000004248067562002688","0.000004248067562002688","0.000004248067562002688","142","142","142"
"2200","3.892006134265102e-7","3.892006134265102e-7","3.892006134265102e-7","143","143","143","3.574117363314144e-7","3.574117363314144e-7","3.574117363314144e-7","143","143","143","0.000003891313972417265","0.000003891313972417265","0.000003891313972417265","143","143","143"
"2250","3.6827201256528495e-7","3.6827201256528495e-7","3.6827201256528495e-7","144","144","144","3.5055698390351607e-7","3.5055698390351607e-7","3.5055698390351607e-7","144","144","144","0.0000038042524829506873","0.0000038042524829506873","0.0000038042524829506873","144","144","144"
"2300","3.360714254085906e-7","3.360714254085906e-7","3.360714254085906e-7","145","145","145","3.2945506973192095e-7","3.2945506973192095e-7","3.2945506973192095e-7","145","145","145","0.0000034544445225037634","0.0000034544445225037634","0.0000034544445225037634","145","145","145"
"2350","3.377830216777511e-7","3.377830216777511e-7","3.377830216777511e-7","146","146","146","3.507707151584327e-7","3.507707151584327e-7","3.507707151584327e-7","146","146","146","0.00000337593664880842","0.00000337593664880842","0.00000337593664880842","146","146","146"
"2400","3.218308847863227e-7","3.218308847863227e-7","3.218308847863227e-7","147","147","147","3.616544199758209e-7","3.616544199758209e-7","3.616544199758209e-7","147","147","147","0.000002557369589339942","0.000002557369589339942","0.000002557369589339942","147","147","147"
"2450","2.846572715498041e-7","2.846572715498041e-7","2.846572715498041e-7","148","148","148","3.578818723326549e-7","3.578818723326549e-7","3.578818723326549e-7","148","148","148","0.000001820148027036339","0.000001820148027036339","0.000001820148027036339","148","148","148"
"2500","2.7921896617044695e-7","2.7921896617044695e-7","2.7921896617044695e-7","149","149","149","3.58913045298929e-7","3.58913045298929e-7","3.58913045298929e-7","149","149","149","0.0000015344431934257348","0.0000015344431934257348","0.0000015344431934257348","149","149","149"
"2550","2.9147557143005545e-7","2.9147557143005545e-7","2.9147557143005545e-7","150","150","150","3.7488895031856374e-7","3.7488895031856374e-7","3.7488895031856374e-7","150","150","150","0.0000012783403508365155","0.0000012783403508365155","0.0000012783403508365155","150","150","150"
"2600","3.229080539313145e-7","3.229080539313145e-7","3.229080539313145e-7","151","151","151","3.4875785786425695e-7","3.4875785786425695e-7","3.4875785786425695e-7","151","151","151","0.0000011650609667412937","0.0000011650609667412937","0.0000011650609667412937","151","151","151"
"2650","3.2170861231861635e-7","3.2170861231861635e-7","3.2170861231861635e-7","152","152","152","3.7099809560459105e-7","3.7099809560459105e-7","3.7099809560459105e-7","152","152","152","0.0000011016702046617865","0.0000011016702046617865","0.0000011016702046617865","152","152","152"
"2700","3.650051075965166e-7","3.650051075965166e-7","3.650051075965166e-7","153","153","153","3.5935372579842804e-7","3.5935372579842804e-7","3.5935372579842804e-7","153","153","153","0.0000010232250497210772","0.0000010232250497210772","0.0000010232250497210772","153","153","153"
"2750","3.4907483495771887e-7","3.4907483495771887e-7","3.4907483495771887e-7","154","154","154","3.4477125154808164e-7","3.4477125154808164e-7","3.4477125154808164e-7","154","154","154","9.916639828588814e-7","9.916639828588814e-7","9.916639828588814e-7","154","154","154"
"2800","3.6716137401526795e-7","3.6716137401526795e-7","3.6716137401526795e-7","155","155","155","3.739090243470855e-7","3.739090243470855e-7","3.739090243470855e-7","155","155","155","9.464698086958379e-7","9.464698086958379e-7","9.464698086958379e-7","155","155","155"
"2850","3.6435223591979595e-7","3.6435223591979595e-7","3.6435223591979595e-7","156","156","156","3.6301484215073286e-7","3.6301484215073286e-7","3.6301484215073286e-7","156","156","156","9.60409888648428e-7","9.60409888648428e-7","9.60409888648428e-7","156","156","156"
"2900","3.610985368140973e-7","3.610985368140973e-7","3.610985368140973e-7","157","157","157","3.460027073742822e-7","3.460027073742822e-7","3.460027073742822e-7","157","157","157","9.034437243826687e-7","9.034437243826687e-7","9.034437243826687e-7","157","157","157"
"2950","3.600201671360992e-7","3.600201671360992e-7","3.600201671360992e-7","158","158","158","3.581627242965624e-7","3.581627242965624e-7","3.581627242965624e-7","158","158","158","9.044067701324821e-7","9.044067701324821e-7","9.044067701324821e-7","158","158","158"
"3000","3.7031862423949257e-7","3.7031862423949257e-7","3.7031862423949257e-7","159","159","159","3.8687664224805e-7","3.8687664224805e-7","3.8687664224805e-7","159","159","159","0.0000010032243759875807","0.0000010032243759875807","0.0000010032243759875807","159","159","159"
